FID,region,prefecture,commune,canton,localite,nom,categorie,statut,actif,prefecture_key,commune_key,canton_key,lon,lat
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-421b,Savanes,Cinkassé,Cinkassé 1,Cinkassé,N/a,NSIA Banque Cinkanssé,Banque,Non renseigné,False,CINKASSE,CINKASSE 1,CINKASSE | CINKASSE,0.0175574899999998,11.100690590000001
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-421a,Plateaux,Haho,Haho 4,Wahala,Agadjame,COOPEC Car-naolou,Micro-Finance,En activité,True,HAHO,HAHO 4,HAHO | WAHALA,1.1644350000000003,7.173106666666668
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4219,Plateaux,Haho,Haho 4,Wahala,Agadjame,OIC-Togo,Micro-Finance,En activité,True,HAHO,HAHO 4,HAHO | WAHALA,1.1656600000000004,7.1726383333333334
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4218,Plateaux,Haho,Haho 4,Wahala,Zongo,FECECAV Zongo,Micro-Finance,En activité,True,HAHO,HAHO 4,HAHO | WAHALA,1.1654300000000004,7.174356666666667
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4217,Plateaux,Kloto,Kloto 1,Agome-Kpalime,LOMNAVA,SOGEMEF Lomnava,Micro-Finance,En activité,True,KLOTO,KLOTO 1,KLOTO | AGOME-KPALIME,0.6344066666666662,6.921533333333335
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4216,Plateaux,Kloto,Kloto 1,Agome-Kpalime,KPEGOLONOU,MGPCC dekawowo,Micro-Finance,En construction / inachevé,False,KLOTO,KLOTO 1,KLOTO | AGOME-KPALIME,0.6241883333333336,6.918308333333333
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4215,Plateaux,Kloto,Kloto 1,Agome-Kpalime,FIAKOME,ECOBANK Fiakomé,Banque,En activité,True,KLOTO,KLOTO 1,KLOTO | AGOME-KPALIME,0.6322545901014416,6.907052322401787
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4214,Plateaux,Kloto,Kloto 1,Agome-Kpalime,GNIVEME,COMEC Kpalime,Micro-Finance,En activité,True,KLOTO,KLOTO 1,KLOTO | AGOME-KPALIME,0.6295500191936059,6.913097420603269
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4213,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Gniveme,SUNU Bank Kpalime,Banque,En activité,True,KLOTO,KLOTO 1,KLOTO | AGOME-KPALIME,0.6324900000000002,6.912565000000001
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4212,Plateaux,Kloto,Kloto 1,Agome-Kpalime,DÔME,UTB Kpalime,Banque,En activité,True,KLOTO,KLOTO 1,KLOTO | AGOME-KPALIME,0.6329866666666665,6.906821666666667
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4211,Savanes,Cinkassé,Cinkassé 1,Cinkassé,N/a,ORABANK Cinkanssé,Banque,En activité,True,CINKASSE,CINKASSE 1,CINKASSE | CINKASSE,0.0215181399999997,11.097366160000002
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4210,Plateaux,Kloto,Kloto 1,Agome-Kpalime,KPEGOLONOU,CECAV Avenir Kpalimé,Micro-Finance,En activité,True,KLOTO,KLOTO 1,KLOTO | AGOME-KPALIME,0.6260783333333335,6.915843333333334
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-420f,Plateaux,Anié,Anié 2,Adogbénou,ADOGBENOU,Pratfig,Micro-Finance,En activité,True,ANIE,ANIE 2,ANIE | ADOGBENOU,1.4379999999999997,7.738083333333332
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-420e,Savanes,Tône,Tône 1,Dapaong,Nassablé,SUNU Bank Dapaong,Banque,En activité,True,TONE,TONE 1,TONE | DAPAONG,0.1998617881237031,10.883757113904021
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-420d,Plateaux,Anié,Anié 1,Anié,Anié,COOPEC AD Anié,Micro-Finance,En activité,True,ANIE,ANIE 1,ANIE | ANIE,1.1936107371233233,7.757592745358773
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-420c,Plateaux,Anié,Anié 1,Anié,Anié,WAGES Anié,Micro-Finance,En activité,True,ANIE,ANIE 1,ANIE | ANIE,1.1932325754841624,7.757567341404601
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-420b,Savanes,Cinkassé,Cinkassé 1,Cinkassé,Quartiers Languitaba,COOPEC-SIFA de Languitaba,Micro-Finance,En activité,True,CINKASSE,CINKASSE 1,CINKASSE | CINKASSE,0.0105469799999997,11.101958180000002
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-420a,Plateaux,Anié,Anié 1,Anié,Anié,FUCEC Togo Anié,Micro-Finance,En activité,True,ANIE,ANIE 1,ANIE | ANIE,1.193332103953501,7.763439869875062
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4209,Savanes,Cinkassé,Cinkassé 1,Cinkassé,N/a,BTCI Boadé,Banque,En activité,True,CINKASSE,CINKASSE 1,CINKASSE | CINKASSE,0.0124709,11.110611610000003
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4208,Plateaux,Anié,Anié 1,Anié,Anié,Assilassime Solidarité,Micro-Finance,En activité,True,ANIE,ANIE 1,ANIE | ANIE,1.1965858501604414,7.763583676022076
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4207,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Quartier administratif,COOPEC AD Kpalimé,Micro-Finance,En activité,True,KLOTO,KLOTO 1,KLOTO | AGOME-KPALIME,0.63223,6.907803333333335
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4206,Plateaux,Kloto,Kloto 1,Agome-Kpalime,FIAKOME,ORABANK Kpalimé,Banque,En activité,True,KLOTO,KLOTO 1,KLOTO | AGOME-KPALIME,0.630046666666667,6.901071666666667
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4205,Plateaux,Amou,Amou 2,Amou-Oblo,AMOU OBLO,COOPEC AD Amou Oblo,Micro-Finance,En activité,True,AMOU,AMOU 2,AMOU | AMOU-OBLO,0.8691766666666654,7.391483333333334
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4204,Plateaux,Amou,Amou 2,Amou-Oblo,AMOU OBLO,CECAV Fidélité Amou Oblo,Micro-Finance,En activité,True,AMOU,AMOU 2,AMOU | AMOU-OBLO,0.8673325963797106,7.3881955507407335
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4203,Plateaux,Amou,Amou 2,Amou-Oblo,AMOU OBLO,MGPCCdekahoho,Micro-Finance,En activité,True,AMOU,AMOU 2,AMOU | AMOU-OBLO,0.8674562996778736,7.387497833011123
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4202,Plateaux,Amou,Amou 2,Amou-Oblo,AMOU OBLO,COOPEC Enyo Amou Oblo,Micro-Finance,En activité,True,AMOU,AMOU 2,AMOU | AMOU-OBLO,0.8678445988708431,7.388261736790542
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4201,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Tetsefi,UTB Tetsefi,Banque,En activité,True,KPELE,KPELE 1,KPELE | KPELE-NOVIVE,0.7313316666666667,7.132041666666668
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4200,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Wetsi,FECECAV Wetsi,Micro-Finance,En activité,True,KPELE,KPELE 1,KPELE | KPELE-NOVIVE,0.7288883333333331,7.128491666666668
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41ff,Savanes,Cinkassé,Cinkassé 2,Sam-Naba,Sam-naba,Guichet de Sam-naba,Micro-Finance,En activité,True,CINKASSE,CINKASSE 2,CINKASSE | SAM-NABA,0.1642396099999996,11.06710248
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41fe,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,TSEFI,COOPEC Enyo Tsèfi,Micro-Finance,En activité,True,KPELE,KPELE 1,KPELE | KPELE-NOVIVE,0.7316583333333334,7.133195000000001
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41fd,Plateaux,Kpélé,Kpélé 2,Kpélé-Centre,HASSOUPE,FECECAV Hassoupe,Micro-Finance,En activité,True,KPELE,KPELE 2,KPELE | KPELE-CENTRE,0.7475083333333336,7.17226
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41fc,Plateaux,Kpélé,Kpélé 2,Kpélé-Nord,N/a,COOPEC Enyo,Micro-Finance,En activité,True,KPELE,KPELE 2,KPELE | KPELE-NORD,0.8031066666666669,7.282006666666665
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41fb,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,KPOTAME,Cooperative Mesona,Micro-Finance,En activité,True,KPELE,KPELE 1,KPELE | KPELE-NOVIVE,0.7301266666666666,7.137988333333334
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41fa,Plateaux,Kpélé,Kpélé 2,Kpélé-Nord,BOYIVE,FECECAV-fidelité,Micro-Finance,En activité,True,KPELE,KPELE 2,KPELE | KPELE-NORD,0.8006499999999998,7.2767283333333355
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41f9,Plateaux,Haho,Haho 1,Notsé,KRATI,FECECAV Agence Notsé,Micro-Finance,En activité,True,HAHO,HAHO 1,HAHO | NOTSE,1.1651450400374397,6.949459361971194
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41f8,Plateaux,Haho,Haho 1,Notsé,ZONGO,URCLEC Agence Notsé,Micro-Finance,En activité,True,HAHO,HAHO 1,HAHO | NOTSE,1.1688116325320417,6.9510914510404636
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41f7,Plateaux,Haho,Haho 1,Notsé,TEGBE,SPEC OIC-Togo Tegbe,Micro-Finance,En activité,True,HAHO,HAHO 1,HAHO | NOTSE,1.1701359999999998,6.9541608
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41f6,Plateaux,Haho,Haho 1,Notsé,TEGBE,COOPEC AD Notsé,Micro-Finance,En activité,True,HAHO,HAHO 1,HAHO | NOTSE,1.1718650000000002,6.953368333333333
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41f5,Plateaux,Haho,Haho 1,Notsé,Adimé,FUCEC Togo Adimé,Micro-Finance,En activité,True,HAHO,HAHO 1,HAHO | NOTSE,1.171155421737449,6.948462559553073
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41f4,Plateaux,Haho,Haho 1,Notsé,Adémi,WAGES Notse,Micro-Finance,En activité,True,HAHO,HAHO 1,HAHO | NOTSE,1.168901666666667,6.948368333333334
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41f3,Plateaux,Haho,Haho 1,Notsé,TAKO,COECEPT Notsé,Micro-Finance,En activité,True,HAHO,HAHO 1,HAHO | NOTSE,1.1749033333333327,6.947393333333336
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41f2,Plateaux,Haho,Haho 1,Notsé,EKLI,FINAM Notsé,Micro-Finance,En activité,True,HAHO,HAHO 1,HAHO | NOTSE,1.1749511807831785,6.946986161674564
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41f1,Plateaux,Haho,Haho 1,Notsé,EKLI,CERCIF Notsé,Micro-Finance,En activité,True,HAHO,HAHO 1,HAHO | NOTSE,1.1749316999999997,6.9468440000000005
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41f0,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,BODZE,CECAV Fidelite Bodzé,Micro-Finance,En activité,True,KPELE,KPELE 1,KPELE | KPELE-NOVIVE,0.9104516666666671,7.089731666666668
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41ef,Plateaux,Haho,Haho 1,Notsé,Adémi,Rhema Notsé,Micro-Finance,En activité,True,HAHO,HAHO 1,HAHO | NOTSE,1.1699939278389604,6.948540992536163
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41ee,Plateaux,Haho,Haho 1,Notsé,ALINOU,UTB Notse,Banque,En activité,True,HAHO,HAHO 1,HAHO | NOTSE,1.1734483333333336,6.943955000000002
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41ed,Plateaux,Haho,Haho 1,Notsé,Adimé,ORABANK Notse,Banque,En activité,True,HAHO,HAHO 1,HAHO | NOTSE,1.1676276,6.948660100000001
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41ec,Plateaux,Haho,Haho 1,Notsé,Adimé,SUNU Bank Notse,Banque,En activité,True,HAHO,HAHO 1,HAHO | NOTSE,1.1687949999999998,6.9491683333333345
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41eb,Plateaux,Haho,Haho 1,Hahomégbé,HAHOMEGBE,SPEC OIC Togo Hahomegbé,Micro-Finance,En activité,True,HAHO,HAHO 1,HAHO | HAHOMEGBE,1.0268816666666667,6.932486666666667
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41ea,Plateaux,Anié,Anié 1,Anié,ANIÉ,SUNU Bank Anié,Banque,En activité,True,ANIE,ANIE 1,ANIE | ANIE,1.1915248999999997,7.8081806999999985
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41e9,Savanes,Tône,Tône 1,Dapaong,KPEGUI,Banque Atlantique Kpegui,Banque,En activité,True,TONE,TONE 1,TONE | DAPAONG,0.2030324431546941,10.865528234473325
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41e8,Plateaux,Anié,Anié 1,Anié,Anié,Banque Atlantique Anié,Banque,En activité,True,ANIE,ANIE 1,ANIE | ANIE,1.1926816666666664,7.7648649999999995
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41e7,Plateaux,Anié,Anié 1,Anié,ANIÉ,ORABANK Anié,Banque,En activité,True,ANIE,ANIE 1,ANIE | ANIE,1.1930026989018407,7.758835267901578
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41e6,Plateaux,Agou,Agou 1,Gadja,AVETONOU,COOPEC CFAE,Micro-Finance,En activité,True,AGOU,AGOU 1,AGOU | GADJA,0.7965183333333329,6.795211666666668
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41e5,Plateaux,Ogou,Ogou 1,Djama,Houdou,SPT Atakpame,Banque,En activité,True,OGOU,OGOU 1,OGOU | DJAMA,1.12474,7.532605000000001
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41e4,Plateaux,Agou,Agou 1,Gadja,Avetonou,CECAV Espoir Avetonou,Micro-Finance,En activité,True,AGOU,AGOU 1,AGOU | GADJA,0.7953296771609297,6.796030968158773
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41e3,Plateaux,Anié,Anié 1,Anié,ANIÉ,UTB Anié,Banque,En activité,True,ANIE,ANIE 1,ANIE | ANIE,1.1934103312774544,7.761812427428099
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41e2,Plateaux,Haho,Haho 2,Asrama,ASRAMA,COOPEC AD Asrama,Micro-Finance,En activité,True,HAHO,HAHO 2,HAHO | ASRAMA,1.4059283333333334,7.0033416666666675
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41e1,Plateaux,Haho,Haho 2,Asrama,ASRAMA,SPEC OIC Asrama,Micro-Finance,En activité,True,HAHO,HAHO 2,HAHO | ASRAMA,1.4036507776243607,7.003005570374716
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41e0,Plateaux,Agou,Agou 1,Kati,Kati,CECAV Espoir de Kati,Micro-Finance,En activité,True,AGOU,AGOU 1,AGOU | KATI,0.8490130357511639,6.8905222229580225
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41df,Plateaux,Ogou,Ogou 1,Gnagna,Lomnava,Service Assurance COOPEC Novissi,Assurance,En activité,True,OGOU,OGOU 1,OGOU | GNAGNA,1.1287753059012569,7.524260224227986
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41de,Plateaux,Ogou,Ogou 1,Gnagna,LOMNAVA,COOPEC Novissi de Lomnava,Micro-Finance,En activité,True,OGOU,OGOU 1,OGOU | GNAGNA,1.1287549000000001,7.524368600000002
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41dd,Plateaux,Ogou,Ogou 1,Djama,AGNONOU,SPT Agbonou,Banque,En activité,True,OGOU,OGOU 1,OGOU | DJAMA,1.1484566666666665,7.524389999999999
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41dc,Plateaux,Haho,Haho 1,Notsé,Barrière,GTA Assurance Notse,Assurance,En activité,True,HAHO,HAHO 1,HAHO | NOTSE,1.1749534433657798,6.947048089431642
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41db,Plateaux,Anié,Anié 1,Anié,Anie Assigame,COOPEC Ilema d'Assigamé,Micro-Finance,En activité,True,ANIE,ANIE 1,ANIE | ANIE,1.1935250000000002,7.76074
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41da,Plateaux,Ogou,Ogou 1,Gnagna,LYATA,Caisse Nationale de Securite Sociale,Assurance,Non renseigné,False,OGOU,OGOU 1,OGOU | GNAGNA,1.1415722913769988,7.51965637808875
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41d9,Plateaux,Ogou,Ogou 1,Djama,AGBONOU,Fidelia Assurance Agbonou,Assurance,Non renseigné,False,OGOU,OGOU 1,OGOU | DJAMA,1.1468943102929445,7.518359694599524
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41d8,Plateaux,Ogou,Ogou 1,Djama,AGBO KPOTA,Institut Nationale d'Assurance Maladie,Assurance,Non renseigné,False,OGOU,OGOU 1,OGOU | DJAMA,1.151416666666666,7.513229999999998
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41d7,Plateaux,Ogou,Ogou 1,Djama,AGBONOU SAHELIEN,Sanlam Agbonou,Assurance,Fermé / abandonné,False,OGOU,OGOU 1,OGOU | DJAMA,1.149323067362252,7.5257780389371325
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41d6,Plateaux,Ogou,Ogou 1,Djama,DJAMA,BIA Togo Togo,Banque,En activité,True,OGOU,OGOU 1,OGOU | DJAMA,1.1218516666666662,7.533131666666667
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41d5,Plateaux,Ogou,Ogou 1,Gnagna,Houdou,ECOBANK Houdou,Banque,En activité,True,OGOU,OGOU 1,OGOU | GNAGNA,1.1227834137892039,7.531569190933304
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41d4,Plateaux,Ogou,Ogou 1,Gnagna,Houdou,Banque Atlantique Houdou,Banque,En activité,True,OGOU,OGOU 1,OGOU | GNAGNA,1.122133072085735,7.531833642145605
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41d3,Plateaux,Ogou,Ogou 1,Gnagna,Houdou,Microfinance dekawowo,Micro-Finance,En activité,True,OGOU,OGOU 1,OGOU | GNAGNA,1.1239283333333339,7.5302016666666685
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41d2,Plateaux,Ogou,Ogou 1,Gnagna,GNAGNA,NSIA Assurance Gnagna,Assurance,En activité,True,OGOU,OGOU 1,OGOU | GNAGNA,1.1410133333333339,7.519018333333334
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41d1,Plateaux,Ogou,Ogou 1,Gnagna,GNAGNA,SUNU Bank Gnagna,Banque,En activité,True,OGOU,OGOU 1,OGOU | GNAGNA,1.1384451429458882,7.5224278731571905
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41d0,Plateaux,Amou,Amou 1,Amlamé (Ouma),AMLAME,Trésorerie d'Amlame,Micro-Finance,En activité,True,AMOU,AMOU 1,AMOU | AMLAME (OUMA),0.9061001291161919,7.469144656473354
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41cf,Plateaux,Danyi,Danyi 2,Danyi-Elavagnon,ELAVANYO,FECECAV Duamenyo Elavanyo,Micro-Finance,En activité,True,DANYI,DANYI 2,DANYI | DANYI-ELAVAGNON,0.7055416666666667,7.2816116666666675
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41ce,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Papri,PAPRI,UMECTO Papri,Micro-Finance,En activité,True,KPENDJAL-OUEST,KPENDJAL-OUEST 2,KPENDJAL-OUEST | PAPRI,0.423813333333333,10.992986666666667
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41cd,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Namoundjoga,NAMOUDJOGA,FUCEC Togo Namondjoga,Micro-Finance,Fermé / abandonné,False,KPENDJAL-OUEST,KPENDJAL-OUEST 2,KPENDJAL-OUEST | NAMOUNDJOGA,0.3939783333333329,10.893786666666667
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41cc,Savanes,Tandjoaré,Tandjoaré 2,Nano,NANO CENTRE,COOPEC SIFA de Nano,Micro-Finance,En activité,True,TANDJOARE,TANDJOARE 2,TANDJOARE | NANO,0.1084326897437387,10.705816546858273
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41cb,Savanes,Tandjoaré,Tandjoaré 2,Doukpergou,SIKBAOG,CMECS Sikbaog,Micro-Finance,En activité,True,TANDJOARE,TANDJOARE 2,TANDJOARE | DOUKPERGOU,0.0835583333333327,10.638938333333334
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41ca,Savanes,Oti-Sud,Oti-Sud 1,Gando,KANDO CENTRE,SPT Kando,Banque,En activité,True,OTI-SUD,OTI-SUD 1,OTI-SUD | GANDO,0.7425432377008774,10.326937118346466
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41c9,Savanes,Tandjoaré,Tandjoaré 2,Nano,NANO,COOPEC Nataan Agence de Nano,Micro-Finance,En activité,True,TANDJOARE,TANDJOARE 2,TANDJOARE | NANO,0.1132467112871075,10.701393226030408
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41c8,Savanes,Tandjoaré,Tandjoaré 2,Nano,NANO,Amis Financer des Pauvres,Micro-Finance,En activité,True,TANDJOARE,TANDJOARE 2,TANDJOARE | NANO,0.1106811769479809,10.702305254359022
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41c7,Savanes,Oti,Oti 1,Mango,MANGO,COOPEC Lumiere Mango,Micro-Finance,En activité,True,OTI,OTI 1,OTI | MANGO,0.4689195499524681,10.351599742699463
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41c6,Savanes,Cinkassé,Cinkassé 1,Cinkassé,Quartier  Nazemssé,CEMEC Cinkanssé,Micro-Finance,En activité,True,CINKASSE,CINKASSE 1,CINKASSE | CINKASSE,0.02932876,11.096675949999998
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41c5,Savanes,Tône,Tône 3,Lotogou,LOTOGOU CENTRE,La Caisse Mutuelle d'epargne et de Credit de LoTogou,Micro-Finance,En activité,True,TONE,TONE 3,TONE | LOTOGOU,0.025030935448983,10.798298552289147
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41c4,Savanes,Cinkassé,Cinkassé 1,Cinkassé,Quartier Nazemssé,V.I.Z.A- Togo,Micro-Finance,En activité,True,CINKASSE,CINKASSE 1,CINKASSE | CINKASSE,0.025253169999999,11.0961158
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41c3,Savanes,Cinkassé,Cinkassé 1,Cinkassé,Ville Cinkanssé,COOPEC Lando,Micro-Finance,En activité,True,CINKASSE,CINKASSE 1,CINKASSE | CINKASSE,0.0211470599999989,11.09717948
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41c2,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,NAKI EST CENTRE,COOPEC SIFA de Naki Est Centre,Micro-Finance,En activité,True,KPENDJAL-OUEST,KPENDJAL-OUEST 1,KPENDJAL-OUEST | NAKI-EST,0.3846333333333324,10.729888333333337
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41c1,Savanes,Oti,Oti 1,Mango,N/a,ORABANK Mango,Banque,En activité,True,OTI,OTI 1,OTI | MANGO,0.4754733333333329,10.35716333333333
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41c0,Savanes,Oti,Oti 2,Barkoissi,BORKOISSI,FUCEC Togo Barkoissi,Micro-Finance,Non renseigné,False,OTI,OTI 2,OTI | BARKOISSI,0.3019366666666656,10.558060000000005
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41bf,Savanes,Oti,Oti 1,Mango,MANGO,COOPEC SIFA Mango,Micro-Finance,En activité,True,OTI,OTI 1,OTI | MANGO,0.4693016666666665,10.348063333333334
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41be,Savanes,Oti,Oti 1,Mango,MANGO,UTB Mango,Banque,En activité,True,OTI,OTI 1,OTI | MANGO,0.4693666666666666,10.352395000000001
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41bd,Savanes,Oti,Oti 2,Barkoissi,BARKOISSI,COOPEC SIFA Barkoissi,Micro-Finance,En activité,True,OTI,OTI 2,OTI | BARKOISSI,0.3054883333333328,10.557075000000003
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41bc,Savanes,Oti,Oti 2,Barkoissi,BARKOISSI,U-CMECS Lantodim,Micro-Finance,En activité,True,OTI,OTI 2,OTI | BARKOISSI,0.3032583333333335,10.55560333333333
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41bb,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Papri,TAMBONGA,U-CMECS (union des Caisses Mutuelles D'epargne et de Crédit des Savanes),Micro-Finance,En activité,True,KPENDJAL-OUEST,KPENDJAL-OUEST 2,KPENDJAL-OUEST | PAPRI,0.4357950202027965,10.953968223424951
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41ba,Savanes,Cinkassé,Cinkassé 1,Cinkassé,Quartier samango,Banque Atlantique Quartier Samango,Banque,En activité,True,CINKASSE,CINKASSE 1,CINKASSE | CINKASSE,0.016539589999999,11.102568520000004
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41b9,Savanes,Cinkassé,Cinkassé 1,Cinkassé,Quartier samango,ECOBANK Cinkanssé,Banque,Non renseigné,False,CINKASSE,CINKASSE 1,CINKASSE | CINKASSE,0.0162530099999996,11.10216061
